web-scraper-order,web-scraper-start-url,titulo,descrip,precio
"1618890699-20059","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=1","Venta Casa Regency Club Residencial, Jurica, Querétaro","Magnifica casa en cerrada del regency club, 780 mts de terreno y 520 de construcción.  4 recamaras todas con baño, vestidor y aire acondicionado frío y calor, estudio, oficina, bodega, sala comedor cocina, antecomedor, desayunador, gran terraza alberca, jardín de más de 500 metros, área de servicio y garage para 6 coches. Precio de venta : $16,500,000 millones de pesos.","$ 16,500,000"
"1618890608-19941","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=5","Casa en Venta en Arco de Piedra, Jurica, Queretaro","Estupenda casa en venta en venta en arco de piedra a estrenar, en la planta baja espacioso recibidor, recámara o estudio con baño completo, medio baño, amplio armario empotrado, bodega, cocina super equipada con cuarto de alacena, sala y comedor bien iluminados frente al jardín con terraza, cuarto de servicio con baño completo, área de lavado, pasillo de servicio y bodega exterior. En la planta alta, amplia sala de tv, 3 recámaras con vestidor y baño cada una y de muy buenos espacios, la recámara principal con terraza. Estacionamiento para 3 autos. Vigilancia las 24 horas. Ga","$ 7,000,000"
"1618890520-19837","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=9","Casa remodelada en Jurica de 3 dormitorios y 445 mts2! RAHQRO","*Rahqro 20-1718* casa remodelada con acabados de lujo, desarrollada en dos niveles con la siguiente distribución: pb: cochera para cuatro autos al descubierto, vestíbulo, sala, comedor, cocina, terraza, alberca, jardín, un baño completo, sala de t.v., recamara principal con vestidor y baño completo. Pa: sala de t.v., un baño completo, gimnasio, estudio, dos recamaras con baño completo de uso compartido. No se comparte entre 3 asesores. - importante: pedir información del inmueble con el código marcado con ""**"". - previa cita.","$ 13,500,000"
"1618890564-19897","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=7","Se Vende Casa en Jurica de 5 Recamaras Mas Servicio y Bella Alberca Jpc","Mls jpc 202035-residencia en calle cerrada vigilancia en jurica, cuenta con alberca propia y amplio jardín con árboles. La casa cuenta con 5 habitaciones todas con baño completo, amplia estancia de sala con tapanco, comedor con terraza, antecomedor, sala de tv, cocina con amplia alacena, espacio anexo de entretenimiento con entrada por jardin con cocineta y baño completo, ideal para reuniones o departamento para visita","$ 11,350,000"
"1618890608-19946","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=5","CASA EN VENTA CON DOS LOCALES COMERCIALES EN JURIQUILLA","Casa en venta en calle con alto tránsito vehicular y peatonal, con 2 locales comerciales al frente. La propiedad cuenta con dos niveles, distribuidos de la siguiente manera: primer nivel: dos locales con ½ baño cada uno y patio de servicio; cocina equipada y baño completo para servicio de las habitaciones. Segundo nivel: recamara principal con tina y vestidor, dos recamaras secundarias con closet y baño cada una. La casa cuenta con gas estacionario. Cerca de universidades, uvm, unam, uaq y colegios, en el área comercial de juriquilla. Uso de suelo comercial y de servicios, gran oportunidad para inversionistas!! Precio de venta sujeto a cambio sin previo aviso.","$ 4,950,000"
"1618890653-20019","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=3","Casa en Venta  Queretaro Jurica Fraccionameinto","Excelente casa en venta ideal para ser remodelada en un fracc. Jurica campestre con gran crecimiento en plusvalia.  En un nivel, 3 recamaras con baño completo, la principal con vestidor muy amplio.  Sala, comedor, cocina integral con alacena, cuarto de servicio con baño, area de lavado, estudio, 4 coches, amplio jardin, en planta alta una cuarta recamara o sala de tv con baño completo, un medio baño de visitas, closet de blancos.","$ 7,000,000"
"1618890475-19777","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=11","Lind Casa de Un Nivel en Jurica","super linda y cómoda casa en 1 nivel en jurica. En un terreno de 1,659m2, la casa está cómodamente construida en 1 solo nivel, y cuenta con muy amplios y buenos espacios. Toda la casa tiene vista de las áreas verdes, 3 recámaras, 3 baños completos, la recámara principal con espacio para una sala y un un amplio vestidor. Cocina integral con alacena, terraza con bar, jardín con jacuzzi (con calentador independiente), estudio, el cual se puede convertir en un bungalow independiente. Cuarto de servicio y de lavado, bodega, estacionamiento techado para 3 coches y otros 3 sin techar. La casa se encuentra totalmente equipada con ventiladores, a/c, persianas, mosquiteros, celdas solares, calentador de agua solar, alarma, sistema de cámaras, reja electrificada.","$ 14,000,000"
"1618890408-19685","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=14","ESTRENA AMPLIA CASA JURICA","Estrena amplia casa, jurica queretaro, muy iluminada, buenos acabados. Planta baja: garage para 4 o 5 autos, estancia de buen tamaño iluminada, cocina equipada con area para despensa, antecomedor, bar, despacho, estudio, medio baño, cuarto de servicio con baño, lindo jardin 130m2, cuarto de lavado y tendido, 2 bodegas. Planta alta: 4 recamaras con baño y vestidor, family room.","$ 7,950,000"
"1618890699-20063","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=1","Casa en Venta en Jurica Querétaro","Casa única en su diseño y estilo,  ha sido creada por The Miami Milán Studio con sede en Florida, su diseño único adopta el estilo campestre de Jurica y la elegancia de una residencia familiar de lujo, con espacios modernos, materiales y acabados de tendencia,  lo que hacen única esta residencia.

Diseño sustentable; con sistema solar para calentamiento de agua, preparaciones para sistema fotovoltaico, dobles alturas para dispersar aire caliente, ventilación cruzada para generar corrientes dentro de la casa, orientación sur-norte del terreno con terraza y patio siempre sombreados.

Terreno de 652m2 , jardín interior de 225m2, jardín interior de  5 X 5 mts, jardín de la entrada de 55 mt2, los jardines se riegan con aspersión con sistema automático.

Toda la casa fue hecha con los mejores materiales y tecnología de punta, por lo cual es una de las mejores residencias de todo México, es un proyecto arquitectónico hecho por ingenieros y arquitectos especialistas en sismos y hundimientos; por lo cual podemos acreditar una garantía en su inversión.

Esta casa tiene alma propia, las fotos resumen como se siente la casa en el día y en la noche y de verdad es todo un espectáculo.

Con gusto te la mostramos, puede ser tuya con tan sólo una visita te enamorarás de ella. EasyBroker ID: EB-GF6696","$ 13,000,000"
"1618890520-19832","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=9","Casa en venta en Jurica, Querétaro. En avenida de un piso.","Casa con excelente ubicación cerca de escuelas, centros comerciales, servicios, bancos, hoteles y tiendas. En avenida con amplia entrada, estacionamiento techado para 3 autos, baño de visitas, sala, comedor, cocina, comedor, sala de T.V. y bar. Amplio jardín con terraza techada, asador y medio baño. Área de tendido y de lavado, cuarto de servicio con baño completo, con acceso independiente. 3 recámaras cada una con baño completo, principal con vestidor y vista al jardín, una secundaria con vestidor, closet de blancos y amplia alacena.","$ 7,500,000"
"1618890653-20006","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=3","Casa en Venta en Jurica, Queretaro","Aprovecha oportunidad de venta de casa en el fracc. Jurica de un nivel. Cuenta con 3 recámaras, la principal con baño y las secundarias comparten baño. Sala, comedor, cocina, despensa, cuarto de lavado, cuarto de servicio, cuarto independiente con baño completo, jardín, estacionamiento para 3 autos. Zona tranquila. A 5 min del centro comercial antea y los principales centros comerciales, a 3 min del colegio americano jfk.","$ 4,250,000"
"1618890475-19773","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=11","Casa tipo hacienda en Jurica Querétaro, proyecto de José Luis Becerra con 950 m² de c...","Casa tipo hacienda con 4 recámaras, la principal muy amplia con vestidor y baño completo con 2 lavabos y salida al jardín, segunda recamara con tapanco y baño completo, tercera recamara con baño completo y cuarta recamara muy amplia con biblioteca, baño completo y closet.Estudio con tres espacios de escritorio y librero, family room con entrepaños y muebles integrados para equipo de sonido con salida al jardín, sala con chimenea, comedor con salida al jardín, baño de visitas, cocina integral en madera y cubierta de azulejos, antecomedor con salida al jardín, alacena independiente, cuarto de lavado y cuarto de servicio en planta superior con baño completo.Amplia terraza con vista al jardín, área de asador con asador fijo y lavadero, jardín con fuente, cancha de tenis y basquetbol, alberca con calentamiento solar y baño completo, bodega y cuarto de máquinas junto a alberca y cuarto de jacuzzi.Estacionamiento para 6 autos (3 techados), amplia bodega de herramientas con baño completo, portón automático, Interfón y conmutador.","$ 23,000,000"
"1618890631-19992","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=4","CASA en VENTA en JURICA en PRIVADA con Membresía al CLUB","Hermosa residencia en privada, doble filtro de seguridad. Jurica es una de las zonas de más tradición y prestigio en queretaro. Todos los servicios disponibles a un paso: antea, centro comercial. Escuela de nivel internacional, supermercados, bancos, etc. Primer piso: Hall / recibidor muy amplio e iluminado. Recámara con closet y baño completo Estudio Sala y comedor con vista al jardín.  Gran terraza Antecomedor Muy amplia cocina moderna con isla  Jardín de 300m2 Planta alta: Sala de tv de 30m2 Recámara principal de 40m2 más baño con tina, vestidor y balcón. 2 recámaras secundarias amplias cada una con vestidor, baño y balcón. Sótano: Cuarto de juegos con terraza y 1/2 baño Cuarto de lavado Cuarto de servicio Garage para 6 autos, 4 techados Amenidades: - membresia para el club regency incluida - paneles solares (no se paga luz). - calentador solar - riego por aspersión - hidroneumático - 2 cisternas - sistema de sonido en toda la casa Estupenda privada con muy pocas residencias.  720m2 de construcción Si lo que buscas es buen gusto, amplitud, seguridad, esta es la propiedad ideal. ¡haz tu cita, con gusto te atendemos Vo1292ms","$ 17,500,000"
"1618890699-20085","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=1","Venta de amplia Residencia de 5 recamaras en Fraccionamiento Jurica","Amplia casa con un hermoso estilo colonial mexicano, con muy buena distribución de espacios y recamara su principal con baño en el primer nivel. Además cuenta  con un bungalow en en el que tiene una recamara para visitas con baño y un cuarto de servicio. Ubicada en una tranquila cerrada en uno de los fraccionamientos con mayor seguridad y plusvalía en todo Querétaro. Cuenta con colegios, supermercados, parques, de los mejores centros comerciales del estado y hospitales cercanos.","$ 5,250,000"
"1618890631-19978","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=4","Casa en VENTA de UN piso con ALBERCA y cuarto de huéspedes en el corazón de Jurica","Ubicada al Norte de Querétaro en una de las colonia más exclusivas de la ciudad se ofrece casa de una sola planta estilo contemporánea en buen estado de mantenimiento, zona donde los terrenos son muy grandes, casas de amplios espacios de nivel Residencial-Luxury.Esta propiedad consta de una casa principal y una de huespedes, con amplio recibidor con medio baño, oficina espacios definidos para sala con chimenea y comedor de muebles grandes divididos por desnivel, techos altos que dan frescura y amplitud, cocina con alacena con capacidad para antecomedor, con una distribución de 4 recamaras, principal con baño y tina de hidromasaje, recámara 2 secundaria con baño y tina convencional, recamara 3 y 4 comparten baño completo, todas capacidad King Size, Sala de T.V. y amplio jardin con alberca de 40 metros a dos niveles.Suit de visitas independiente casa con una recamara, 1 baño en exterior y sala de T.V. que se comparte con la casa principal.La casa tiene cerca colegios de todos los niveles educativos, plazas comerciales y de servicios, iglesias.","$ 8,500,000"
"1618890520-19845","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=9","Casa en Jurica con espacios funcionales, 235 mts2 y 3 dormitorios! RCS","*Rcs 19-1835* casa en condominio de 2 casas con espacios muy funcionales y con excelente estado de conservación. Cocina y closets remodelados. La cocina es de granito, con isla desayunador y hornos empotrados. Cuenta con piso de madera en sala comedor en excelente estado. En segundo piso cuenta con 3 recámaras con closet, la principal con baño completo propio y las otras dos comparten un baño. No se comparte entre 3 corredores.- importante: pedir información del inmueble con el código marcado con ""**"".- previa cita.Amplio y acogedor family con vigas de madera en techo. Jardín privado de 60 mts. 2 cajones de estacionamiento y cuarto de servicio con baño completo. Excelente ubicación a unas cuadras del colegio kennedy y comercios muy cercanos. Es una gran oportunidad de inversión en una de las mas exclusivas zonas de querétaro.","$ 3,320,000"
"1618890675-20043","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=2","Casa en venta en Exclusivo Condominio residencial en Jurica , 6 habitaciones Qro","Casa en venta en colonia jurica dentro de privada residencial con tan solo 35 casas, con estilo minimalista, campo de golf y areas verdes para salir a caminar. excelente seguridad, dos filtros de caseta de vigilancia, en queretaro. la casa cuenta con 4 recamaras en planta alta, todas con ventanales y balcones con vista a areas verdes y gran iluminacion. 3 vestidores de gran tamaño y acabados del lujo. sala comedor con doble altura y grandes espacios chimenea inteligente. cocina residencial con la mas alta tecnoologia. estudio con librero como bilbioteca al exterior de la casa. tiene un departamento de visitas totalemnte independiente y equipado con 1 recamara completa, jacuzii, asoleadero, sala comedor, lavanderia y su propia entrada de estacionamiento. terraza en planta baja con vista al jardin, y una chimenea exterior. terraza en planta alta con vista hacia el area verde. la casa cuenta con: 8 lugares de estacionamiento riego por aspersion paneles solares sitema inteligente alarma la casa puede ser amueblada o sin amueblar. m2 terreno: 980 m2 construccion: 800 5 recamaras 5 baños completos 4 vestidores vo1069af Informes agente inmobiliario alejandra fernandez","$ 19,000,000"
"1618890475-19772","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=11","Casa Nueva en Arco de Piedra, Exclusiva Privada por Antea, terreno 280m","Exclusiva privada por antea, CASA NUEVA A SU GUSTO, EN CONSTRUCCIÓN, seguridad 24/7, casa club, construcciones separadas, construcciones independientes, no en serie, se vendieron los terrenos y los proyectos de construcciones son diferentes.Importante, la casa es nueva y esta en terminados, puede escoger colores de closets, puertas, cocina, entrega en febrero 2020.Terreno de 280 m2, de frente 12 metros y 23.5 de fondo.Construcciones independientes en diseño de cada casa.Casa de 3 recamaras, recamara principal con baño y vestidor.2 recamaras grandes de 6 metros de ancho con closet y baño individual.Cocina con granito y barra central.Cuarto de servicio con baño independiente.Oficina.Sala comedor de gran espacio, que puede intercambiar, con vista al jardín y canceles que se recorren en su totalidad.3 autos.Casa club con juegos infantiles y jardines.Plaza comercial a la salida de la privada, restaurantes, hoteles.Citas EDITADO contador antonio ruiz.","$ 7,300,000"
"1618890675-20027","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=2","Casa en venta en Jurica Campestre Queretaro con bungalow independiente","En excelente ubicación. A solo 5 minutos de una de las plazas comerciales más importantes de américa latina, además de otras más pequeñas cerca de la zona, con bancos, supermercados, escuelas, restaurantes y cafeterías. Casa de dos niveles. En planta baja: hall de recepción, sala, comedor, cocina, sala de t.v., estudio, lavandería, patio de servicio y jardín amplio. En planta alta: cuatro recámaras cada una con su baño completo, recámara principal con terraza. Además cuenta con un bungalow independiente.","$ 4,750,000"
"1618890408-19693","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=14","Casa en Jurica de 3 dormitorios, principal con su baño completo! RCS","*Rcs 19-1835* casa en condominio de 2 casas con espacios muy funcionales y con excelente estado de conservación. Cocina y closets remodelados. La cocina es de granito, con isla desayunador y hornos empotrados. Cuenta con piso de madera en sala comedor en excelente estado. En segundo piso cuenta con 3 recámaras con closet, la principal con baño completo propio y las otras dos comparten un baño. No se comparte entre 3 corredores.- importante: pedir información del inmueble con el código marcado con ""**"".- previa cita.Amplio y acogedor family con vigas de madera en techo. Jardín privado de 60 mts. 2 cajones de estacionamiento y cuarto de servicio con baño completo. Excelente ubicación a unas cuadras del colegio kennedy y comercios muy cercanos. Es una gran oportunidad de inversión en una de las mas exclusivas zonas de querétaro.","$ 3,320,000"
"1618890408-19673","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=14","Casa en Jurica de 3 Dormitorios y 235 Mts2! Rcs 20-989","*RCS 20-989* Casa en condominio de 2 casas con espacios muy funcionales y con excelente estado de conservación. Cocina y closets remodelados. La cocina es de granito, con isla desayunador y hornos empotrados. Cuenta con piso de madera en sala comedor en excelente estado. En segundo piso cuenta con 3 recámaras con closet, la principal con baño completo propio y las otras dos comparten un baño. Amplio y acogedor. NO se COMPARTE entre 3 corredores.- IMPORTANTE: pedir información del inmueble con el código marcado con ""**"".- Previa Cita.","$ 3,320,000"
"1618890541-19863","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=8","Hermosas Casas en Preventa en Jurica","Jurica: lugar emblemático del campestre queretano. Tradición y modernidad, quietud y movimiento que se mezclan en perfecto equilibrio para dar paso a una gran calidad de vida. Privada sabinos ha sido creada y diseñada para cubrir la necesidad de las familias que añoran vivir en jurica de una forma exclusiva y privada, creando una pequeña comunidad armónica de únicamente 6 propiedades. Esta invitación privilegiada es para ti. 3 prototipos diferentes. Escoge el que más se adapte a ti. Obra ya en proceso. Los mejores acabados y el privado más exclusivo. Zona de asadores, jardín, baños, contenedores, caseta de acceso.","$ 16,900,000"
"1618890520-19831","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=9","DECIDE SER FELIZ EN ESTA HERMOSA CASA EN VENTA EN UNA DE LAS MEJORES ZONAS DE QUERETA...","ESTA HERMOSA CASA SE ENCUENTRA UBICADA EN JURICA UNA DE LAS ZONAS MAS EXCLUSIVAS DE QUERETARO MUY CERCA DE ESCUELA, HOSPITALES Y CENTROS COMERCIALES. CUENTA CON UN HERMOSO JARDIN DE  120MTS CON ARBOLES FRUTALES, EN LA PLANTA BAJA PODEMOS ENCONTRAR SALA, COMEDOR, CUARTO DE SERVICIO, BAÑO DE VISITAS COMPLETO, LAVANDERIA Y COCINA INTEGRAL. EN LA PLANTA ALTA SE ENCUENTRA UNA FABULOSA SALA FAMILIAR, UN AMPLIO ESTUDIO CUATRO RECAMARAS DE LAS CUALES 2 CUENTAN CON BAÑO COMPLETO  Y TODAS CON SU CLOSET.","$ 6,400,000"
"1618890431-19700","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=13","Casa en venta en Jurica 20-3386 NC","Casa en venta en una de las mejores privadas de jurica, 3 recamaras amplias con closet, la pricipal tiene vestidor,cuarto de servicio con su baño completo con pasillo lateral para su entrada, tiene jardin amplio con pasto sintetico. 3 baños completo, altura de 2.80mtrs, estacionamiento cerrado, con salon de usos multiples, cuarto lavado techado, cocina super amplia equipada, Casa en venta en una de las mejores privadas de jurica, 3 recamaras amplias con closet, la pricipal tiene vestidor,cuarto de servicio con su baño completo con pasillo lateral para su entrada, tiene jardin amplio con pasto sintetico. 3 baños completo, altura de 2.80mtrs, estacionamiento cerrado, con salon de usos multiples, cuarto lavado techado, cocina super amplia equipada,  Somos rent-a-house, ofrecemos soluciones. Norka cermeño +52 55 5102 1495","$ 6,200,007"
"1618890496-19802","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=10","Casa en venta Jurica 5 habitaciones JGCC","**20-2035**residencia en calle cerrada vigilancia en jurica, cuenta con alberca propia y amplio jardín con árboles. La casa cuenta con 5 habitaciones todas con baño completo, amplia estancia de sala con tapanco, comedor con terraza, antecomedor, sala de tv, cocina con amplia alacena, espacio anexo de entretenimiento con entrada por jardín con cocineta y baño completo, ideal para reuniones o depto. Para visita","$ 11,350,000"
"1618890585-19920","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=6","Venta de Exclusiva Casa  de 3 recámaras en Fraccionamiento Jurica","Venta de Exclusiva Casa en Fraccionamiento JuricaAmpliso espacios en sala y comedor Cocina Integral con barra y desayunador Cuenta con baño de visitasSala de cineCuarto de servicio LavanderíaSalón de juegos Alberca y Bar Cuenta con 3 recámaras cada una con baño y vestidorLa recámara principal cuenta con jacuzziTechos de doble altura Ventanales de AluminioAira Acondicionado Persianas EléctricasCONTACTO EG INMOBILIARIO BY KW 442 454 0421","$ 13,500,000"
"1618890475-19771","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=11","Casa en Venta en Jurica, Queretaro","Casa en Jurica con alberca, excelente oportunidad de vivir en una de las mejores zonas residenciales de Querétaro. 4 amplias recamaras, magnífica sala y comedor
cuenta con jacuzzi. Podrá disfrutar del extenso y bello jardín. Tiene un hermoso Chalet independiente, estacionamiento techado para 4 coches y 2 estacionamientos
extras, Cuarto de servicio con baño.

proporcione a su asesor la siguiente clave RCV467645-149. EasyBroker ID: EB-FC7722","$ 9,000,000"
"1618890431-19698","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=13","Casa en Venta en Jurica Querétaro","Espectacular residencia nueva estilo minimal contemporaneo de entrega inmediata en fraccionamiento Jurica en calle Eucaliptos. Distrubuida en dos niveles con vestíbulo, estancia y comedor a doble altura, techos de 3m de altura. Súper iluminada y con espacios abiertos que dan gran sensación de espacio, lujo y confort. Cuenta con 4 recámaras, la principal con doble tocador, amplio vestidor y terraza. 4.5 baños, estudio, family room. Cocina abierta con isla y cubiertas de granito. Hermosas fachadas que combinan materiales como piedra natural, acero y madera. Terraza cubierta que da al bello jardín de 300m2 con acceso independiente para eventos, 4 estacionamientos con 2 techados. Lavandería, cuarto de servicio con baño y patio de servicio. 450m2 de construcción y 650m2 de terreno. Agenda una cita y conócela!!. EasyBroker ID: EB-GA9256","$ 13,000,000"
"1618890496-19813","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=10","Casa en venta Jurica 5 habitaciones JGCC","**20-805**Lujosa casa en Villas Regency de Jurica, con una espectacular doble altura con grandes ventanales que le permite disfrutar al entrar del inigualable jardín. Cuenta con 4 recamaras más estudio con baño completo por lo que podría ser de 5 recamara. En la habitación principal podrá disfrutar de una gran terraza con vista al jardín y con acceso a área de oficina. Entre sus adicionales esta una alberca","$ 16,500,000"
"1618890475-19782","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=11","Jurica casa con excelente estado de conversación y 235 mts2! RAHH","*Rahh 20-989* casa en condominio de 2 casas con espacios muy funcionales y con excelente estado de conservación. Cocina y closets remodelados. La cocina es de granito, con isla desayunador y hornos empotrados. Cuenta con piso de madera en sala comedor en excelente estado.  No se comparte entre 3 asesores. - importante: pedir información del inmueble con el código marcado con ""**"". - previa cita.  En segundo piso cuenta con 3 recámaras con closet, la principal con baño completo propio y las otras dos comparten un baño. Amplio y acogedor.","$ 3,320,000"
"1618890699-20064","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=1","Venta Moderna Casa en Arco de Piedra con Gran Plusvalía","venta moderna casa en arco de piedra. Zona con gran plusvalía!!planta baja: cocina equipada, sala, comedor, estudio, medio baño, cuarto de servicio, cuarto de lavado, bodega, jardín y estacionamiento techado para 2 autos. planta alta: family room, recámara principal con amplio vestidor y baño, segunda recámara con vestidor y baño y tercer recámara con clóset y baño. Privada con vigilancia 24/7, casa club con salón de usos múltiples, baños, gimnasio, cocina, área de juegos infantiles y áreas verdes. Ven a conocerla, marca ahora!!","$ 6,200,000"
"1618890520-19824","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=9","Casa en venta Jurica 5 habitaciones JGCC","**21-2136**residencia en calle cerrada vigilancia en jurica, cuenta con alberca propia y amplio jardín con árboles. La casa cuenta con 5 habitaciones todas con baño completo, amplia estancia de sala con tapanco, comedor con terraza, antecomedor, sala de tv, cocina con amplia alacena, espacio anexo de entretenimiento con entrada por jardín con cocineta y baño completo, ideal para reuniones o depto para visita","$ 11,350,000"
"1618890431-19707","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=13","Venta de Casa en arcos de piedra Jurica 3 recamaras cuarto de servicio","20-3386 Casa en Venta en una de las mejores Privadas de Jurica, 3 Recamaras amplias con closet, la pricipal tiene vestidor,Cuarto de servicio con su baño completo con pasillo lateral para su entrada, Tiene jardin Amplio con pasto sintetico. 3 baños completo, altura de 2.80mtrs, estacionamiento cerrado, con salon de usos multiples, cuarto lavado techado, cocina super amplia equipada,","$ 6,200,000"
"1618890653-20000","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=3","KL / ¡OPORTUNIDAD! CASA VENTA JURICA (3 casas en 1).","El precio incluye las 3 propiedades:Privada de tres casas de una planta. Servicios independientes. Portón eléctrico Cerca electrificada.Casa 1: 2 recámaras, 1 baño completo, estudio, sala, comedor, cocina equipada, área de servicio, terraza. 2 Autos.Casa 2: 3 Recámaras, 2.5 baños, sala, comedor, cocina equipada con antecomedor, área de servicio, terraza. 2 Autos. Recámara principal con baño, vestidor y jacuzzi.Casa 3: 4 Recámaras, 3.5 baños, sala, comedor, cocina equipada, sala de TV, área de servicio, terraza, 3 autos. Dos recámaras amplias con baño y vestidor.","$ 8,490,000"
"1618890699-20065","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=1","Residencia en Venta en Jurica Queretaro de estilo colonial mexicano y alberca","Exclusiva residencia en venta en jurica queretaro, estilo colonial mexicano moderno, con acabados de primera calidad: marmoles, canteras, tejas poblanas, herreria española, gualdras de encino, pisos de encino y barro cocido tipo español.  Terreno de 2,470 m2 y construcción de 1,186 m2. Jardin de 1000 m2 alberca, jardines, terrazas, estacionamiento para 7 autos bajo techo y con cabida a 20 autos en la explanada frontal. Distribuida en 2 plantas. en planta baja: hall recibidor, cocina equipada, amplia alacena y cava, comedor y amplia sala con vistas a los jardines. Estudio o 5ª. Recámara, baño completo de visitas, recamara de huespedes con baño, oratorio, escalera para sotano, cuarto de juegos de 75 m2 aprox. Con 2 bodegas adicionales. incluye cochera techada para 4 autos y otra cochera techada para 3 autos mas. Cuarto de vigilancia con baño completo. 2 bodegas grandes, cuarto de maquinas. en planta alta: area para tv y distribuidor, 3 amplias recamaras, cada una con vestidor y baño. La recamara principal con sala, baño equipado con doble lavabo, regadera separada e hidromasaje, regaderas con cristales templados. ¡agenda tu cita! Vo1284rf","$ 35,000,000"
"1618890564-19900","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=7","Venta Casa en Jurica Qro una planta excelente estado con 8 estacionamientos","En jurica, zona arboleada y exclusiva de queretaro. Muy bonita, excelente proyecto, remodelada, comoda y practica; con buena luz natural, disfrutables espacios, acogedora area social en sala, comedor y bar. Muro lloron, bonita carpinteria, excelente calidad de construccion y mantenimiento.  4 amplias recamaras con vestidor y baño Area familiar  Despacho Amplia cocina con barra Terraza en lindo y amplio jardin arbolado Sotano con instalaciones de luz y agua Cochera para 8 autos Excelente area de servicios Taller-bodega Porton electrico  Hidroneumatico. Hermosas vistas desde cualquier area interior de la casa, ubicada en zona de las mejores escuelas, plaza comercial antea, superama, todo tipo de comercios y bancos a la mano. jurica, gran plusvalia. Compruebelo. vo1720ep Informes agente inmobiliario elsa parada","$ 15,000,000"
"1618890541-19846","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=8","Casa en venta Jurica 5 habitaciones JRH","**20-805**lujosa casa en villas regency de jurica, con una espectacular doble altura con grandes ventanales que le permite disfrutar al entrar del inigualable jardín. Cuenta con 4 recamaras más estudio con baño completo por lo que podría ser de 5 recamara. En la habitación principal podrá disfrutar de una gran terraza con vista al jardín y con acceso a área de oficina. Entre sus adicionales esta una alberca","$ 16,500,000"
